Name,Age,WCA ID,Attempted,Solved,Time,Link,Comment
Shen Flindell,50+,2023FLIN02,9,7,48:52,https://www.facebook.com/events/992681989239035/permalink/998333965340504,
Daniel Houghton,40+,2016HOUG03,9,6,56:53,https://www.facebook.com/events/992681989239035/permalink/998013095372591,
