Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Mickey Doyle,50+,2021DOYL02,2:25.31,2:35.57,2:56.44,DNS,DNS,2:25.31,2:39.11,https://www.facebook.com/events/3090201184445880/permalink/3102102576589074,
Lisa Kucala,50+,2019KUCA01,3:54.57,3:33.59,DNS,DNS,DNS,3:33.59,DNF,https://www.facebook.com/events/3090201184445880/permalink/3102323149900350,
Gordon Holey,40+,2021HOLE01,5:17.57,4:33.43,DNS,DNS,DNS,4:33.43,DNF,https://www.facebook.com/766997877/videos/407683625078255,
