Name,Age,WCA ID,Solve 1 16,Solve 2 16,Solve 3 16,Best,Average,Link,Comment
Shen Flindell,50+,2023FLIN02,11:03.91,13:48.35,DNF,11:03.91,DNF,https://www.facebook.com/events/1460419265460018/permalink/1463803928454885,
