Name,Age,WCA ID,Solve 1 11,Solve 2 11,Solve 3 11,Solve 4 9,Solve 5 9,Best,Average,Link,Comment
Shen Flindell,50+,2023FLIN02,38.49,31.79,31.89,36.30,46.13,31.79,35.56,https://www.facebook.com/events/1599779991315441/permalink/1600567654570008,
Danielle Kay,40+,2023KAYD01,1:11.94,1:09.26,1:18.70,DNS,DNS,1:09.26,1:13.30,https://www.facebook.com/events/1599779991315441/permalink/1605064644120309,
