Name,Age,WCA ID,Attempted,Solved,Time,Link,Comment
Shen Flindell,50+,2023FLIN02,13,11,54:42,https://www.facebook.com/events/1460419265460018/permalink/1469888037846474,
Fred Johnson,<40,2006JOHN01,9,5,56:16,https://www.facebook.com/frederick.g.johnson/videos/1700053231409688,
Toby Chamberlain,50+,2022CHAM03,13,6,57:10,https://www.facebook.com/events/1460419265460018/permalink/1468303238004954,
