Name,Age,WCA ID,Solve 1 3,Solve 2 3,Solve 3 3,Solve 4 3,Solve 5 3,Best,Average,Link,Comment
Daniel Houghton,40+,2016HOUG03,48.95,55.35,56.55,55.37,50.26,48.95,53.66,https://www.facebook.com/events/1316158743726095/permalink/1324174362924533,
Shen Flindell,50+,2023FLIN02,54.98,49.81,1:05.20,1:00.74,1:07.70,49.81,1:00.31,https://www.facebook.com/events/1316158743726095/permalink/1325505382791431,
Danielle Kay,40+,2023KAYD01,1:24.10,1:32.28,1:38.80,1:30.49,1:32.74,1:24.10,1:31.83,https://www.facebook.com/events/1316158743726095/permalink/1325658546109448,
