Name,Age,WCA ID,Solve 1 5,Solve 2 5,Solve 3 5,Best,Average,Link,Comment
Glyn Brown,40+,2023BROW47,2:31.43,2:44.53,2:53.95,2:31.43,2:43.30,https://www.facebook.com/events/1759110925494480/permalink/1762983165107256,
Shen Flindell,50+,2023FLIN02,3:15.15,2:54.51,2:44.74,2:44.74,2:58.13,https://www.facebook.com/events/1759110925494480/permalink/1759133872158852,
Daniel Houghton,40+,2016HOUG03,2:51.43,3:05.16,3:16.74,2:51.43,3:04.44,https://www.facebook.com/events/1759110925494480/permalink/1760814465324126,
Enrymar Cisneros,40+,2013CISN01,3:22.17,3:55.59,3:47.26,3:22.17,3:41.67,https://www.facebook.com/events/1759110925494480/permalink/1765390398199866,
Lisa Kucala,60+,2019KUCA01,4:48.99,4:53.53,DNS,4:48.99,DNF,https://www.facebook.com/events/1759110925494480/permalink/1770587461013493,
Koen Heltzel,40+,2003HELT01,5:44.82,5:45.07,DNS,5:44.82,DNF,https://www.facebook.com/events/1759110925494480/permalink/1766097334795839,
