Name,Age,WCA ID,Solve 1 13,Solve 2 13,Solve 3 13,Best,Average,Link,Comment
Shawn Boucké,<40,2016BOUC01,26,24,24,24,24.67,https://www.facebook.com/events/772066055959070/permalink/774486899050319,
Lisa Kucala,60+,2019KUCA01,53,57,57,53,55.67,https://www.facebook.com/events/772066055959070/permalink/776914595474216,
Shen Flindell,50+,2023FLIN02,31,DNF,21,21,DNF,https://www.facebook.com/events/772066055959070/permalink/772068089292200,
