Name,Age,WCA ID,Solve 1 9,Solve 2 9,Solve 3 9,Solve 4 7,Solve 5 7,Best,Average,Link,Comment
Enrymar Cisneros,40+,2013CISN01,6.23,8.33,12.81,7.78,5.24,5.24,7.45,https://www.facebook.com/events/1441642847626663/permalink/1447410580383223,
Veronika Rose,40+,2024ROSE02,10.08,11.58,9.50,9.05,9.30,9.05,9.63,https://www.facebook.com/events/1441642847626663/permalink/1444503880673893,
Lisa Kucala,60+,2019KUCA01,13.36,9.22,10.75,11.83,10.04,9.22,10.87,https://www.facebook.com/events/1441642847626663/permalink/1451574376633510,
Joe Kucala,60+,2022KUCA01,11.46,11.46,12.17,15.50,DNF,11.46,13.04,https://www.facebook.com/events/1441642847626663/permalink/1447320543725560,
Shen Flindell,50+,2023FLIN02,11.11,13.32,13.77,14.90,18.26,11.11,14.00,https://www.facebook.com/events/1441642847626663/permalink/1451088753348739,
