Name,Age,WCA ID,Solve 1 6,Solve 2 6,Solve 3 6,Best,Average,Link,Comment
Glyn Brown,40+,2023BROW47,3:54.37,3:57.07,4:03.00,3:54.37,3:58.15,https://www.facebook.com/events/1759110925494480/permalink/1762981595107413,
Shen Flindell,50+,2023FLIN02,4:18.77,4:24.82,4:37.90,4:18.77,4:27.16,https://www.facebook.com/events/1759110925494480/permalink/1762648928474013,
Daniel Houghton,40+,2016HOUG03,DNF,4:24.18,DNS,4:24.18,DNF,https://www.facebook.com/events/1759110925494480/permalink/1760814345324138,
Lisa Kucala,60+,2019KUCA01,8:42.31,8:44.65,DNS,8:42.31,DNF,https://www.facebook.com/events/1759110925494480/permalink/1770598404345732,
Koen Heltzel,40+,2003HELT01,10:18.72,9:01.37,DNS,9:01.37,DNF,https://www.facebook.com/events/1759110925494480/permalink/1766373998101506,
