Name,Age,WCA ID,Attempted,Solved,Time,Link,Comment
Toby Chamberlain,50+,2022CHAM03,11,10,48:15,https://www.facebook.com/events/1348907486924234/permalink/1357193189428997,
Shen Flindell,50+,2023FLIN02,13,8,58:14,https://www.facebook.com/events/1348907486924234/permalink/1354668446348138,
