Name,Age,WCA ID,Solve 1 6,Solve 2 6,Solve 3 6,Best,Average,Link,Comment
Glyn Brown,40+,2023BROW47,3:44.72,3:41.49,3:41.37,3:41.37,3:42.53,https://www.facebook.com/events/966012039140622/permalink/972688585139634,
Shen Flindell,50+,2023FLIN02,4:17.08,4:35.79,4:31.24,4:17.08,4:28.04,https://www.facebook.com/events/966012039140622/permalink/972060581869101,
Daniel Houghton,40+,2016HOUG03,4:17.33,4:49.52,4:43.76,4:17.33,4:36.86,https://www.facebook.com/events/966012039140622/permalink/975888761486283,
Fred Johnson,<40,2006JOHN01,5:06.53,4:50.67,5:01.05,4:50.67,4:59.42,https://www.facebook.com/frederick.g.johnson/videos/1006258562064566,
Pete Lee,40+,2018LEEP04,5:26.51,5:46.60,6:32.89,5:26.51,5:55.33,https://www.facebook.com/events/966012039140622/permalink/974919938249832,
