Name,Age,WCA ID,Solve 1 11,Solve 2 11,Solve 3 11,Solve 4 9,Solve 5 9,Best,Average,Link,Comment
Shen Flindell,50+,2023FLIN02,24.48,37.92,32.72,46.14,39.44,24.48,36.69,https://www.facebook.com/events/1317286277261086/permalink/1328179596171754,
Fred Johnson,<40,2006JOHN01,41.27,51.76,30.69,52.66,51.92,30.69,48.32,https://www.facebook.com/frederick.g.johnson/videos/2046723962946002,
