Name,Age,WCA ID,Solve 1 5,Solve 2 5,Solve 3 5,Best,Average,Link,Comment
Glyn Brown,40+,2023BROW47,2:45.65,2:50.84,2:48.62,2:45.65,2:48.37,https://www.facebook.com/events/966012039140622/permalink/975853374823155,
Shen Flindell,50+,2023FLIN02,3:00.21,2:54.46,3:00.40,2:54.46,2:58.36,https://www.facebook.com/events/966012039140622/permalink/975324438209382,
Fred Johnson,<40,2006JOHN01,3:26.13,3:16.25,3:03.08,3:03.08,3:15.15,https://www.facebook.com/frederick.g.johnson/videos/2145175902935657,
Pete Lee,40+,2018LEEP04,3:56.92,4:10.99,4:05.12,3:56.92,4:04.34,https://www.facebook.com/events/966012039140622/permalink/974917514916741,
