Name,Age,WCA ID,Solve 1 12,Solve 2 12,Solve 3 12,Solve 4 10,Solve 5 10,Best,Average,Link,Comment
Danielle Kay,40+,2023KAYD01,10.91,11.24,10.03,10.67,17.88,10.03,10.94,https://www.facebook.com/events/1317286277261086/permalink/1326422963014084,
Fred Johnson,<40,2006JOHN01,11.86,13.96,10.57,23.67,11.19,10.57,12.34,https://www.facebook.com/frederick.g.johnson/videos/1536523004724300,
Shen Flindell,50+,2023FLIN02,17.92,19.70,18.44,14.86,14.05,14.05,17.07,https://www.facebook.com/events/1317286277261086/permalink/1318087313847649,
Veronika Rose,40+,2024ROSE02,DNF,18.11,20.29,20.48,17.47,17.47,19.62,https://www.facebook.com/events/1317286277261086/permalink/1325470249776022,
