Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Dan Smith,50+,2018SMIT42,21.30,24.98,32.09,23.52,21.36,21.30,23.29,https://www.facebook.com/events/843784600089254/permalink/862140251587022,
Mickey Doyle,40+,2021DOYL02,37.91,44.15,37.48,45.75,43.33,37.48,41.80,https://www.facebook.com/events/6099811736738322/permalink/6146977855355043,
