Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Ed Connell,<40,2018CONN04,18.31,17.92,16.68,17.92,19.91,16.68,18.05,https://www.facebook.com/events/825089031814345/permalink/828350898154825,
Toby Chamberlain,40+,2022CHAM03,17.92,19.55,14.16,23.56,18.28,14.16,18.58,https://www.facebook.com/520891933/videos/609258353944624,
Rodney Gardner,50+,2019GARD02,23.76,19.54,15.85,19.83,20.24,15.85,19.87,https://www.facebook.com/events/825089031814345/permalink/832291451094103,
Daniel Houghton,40+,2016HOUG03,28.67,16.45,15.36,26.68,17.00,15.36,20.04,https://www.facebook.com/events/825089031814345/permalink/830703287919586,
John Neo Stanley,50+,2022STAN01,22.54,23.45,19.23,22.42,28.39,19.23,22.80,https://www.facebook.com/events/825089031814345/permalink/826320908357824,Happy With This
Chris Looney,<40,2022LOON02,25.38,26.09,19.60,21.90,21.86,19.60,23.05,https://www.facebook.com/chris.looney/videos/641971087049970,2nd entry with color neutral
Dan Smith,50+,2018SMIT42,26.56,26.90,24.22,24.92,24.59,24.22,25.36,https://www.facebook.com/events/825089031814345/permalink/827256258264289,
Mark Cordell,40+,2022CORD03,31.41,26.25,27.72,33.02,22.67,22.67,28.46,https://www.facebook.com/events/825089031814345/permalink/833534290969819,
Mickey Doyle,40+,2021DOYL02,33.17,26.05,27.28,26.75,59.74,26.05,29.07,https://www.facebook.com/events/825089031814345/permalink/830591697930745,
Eric Dodson,40+,2021DODS01,39.23,47.49,28.07,35.35,DNF,28.07,40.69,https://www.facebook.com/events/825089031814345/permalink/833562460967002,
Jalmari Raippalinna,40+,,49.03,50.73,44.68,37.61,1:15.36,37.61,48.15,https://www.facebook.com/statikbuzz/videos/1057786128269322,
Lee Acacio,40+,2022ACAC01,49.80,58.63,54.46,34.88,43.70,34.88,49.32,https://www.facebook.com/events/825089031814345/permalink/833627080960540,
Andrea Doerner,40+,2020DOER01,49.46,45.38,1:12.49,56.88,1:15.10,45.38,59.61,https://www.facebook.com/events/825089031814345/permalink/832784797711435,
Jon McClay,<40,,1:01.77,1:07.68,1:22.91,1:05.29,1:40.30,1:01.77,1:11.96,https://www.facebook.com/events/825089031814345/permalink/832960054360576,"Please forgive me if this is wrong, this is my first time attempting a competition"
