Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Chris Looney,<40,2022LOON02,4:32.28,4:12.42,4:26.61,4:12.42,4:23.77,https://www.facebook.com/chris.looney/videos/480522940175606,
Daniel Houghton,40+,2016HOUG03,4:28.62,DNF,4:10.21,4:10.21,DNF,https://www.facebook.com/events/619445529768906/permalink/625490659164393,
