Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Marius Rombout Ferreira van Riemsdijk,40+,2014RIEM01,32,28,36,28,32.00,https://www.facebook.com/events/743432360264158/permalink/748269176447143,
Shawn Boucké,<40,2016BOUC01,27,32,DNF,27,DNF,https://www.facebook.com/events/743432360264158/permalink/743653950241999,
