Name,Age,Average,Best,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Link,Comment
Michael George,40+,24.20,20.43,24.59,25.44,23.51,20.43,24.50,https://www.facebook.com/events/880278499062375?view=permalink&id=884141762009382,
Go-ho Choi,<40,26.48,22.65,24.02,22.65,30.83,26.73,28.68,https://www.facebook.com/events/880278499062375?view=permalink&id=884680381955520,
Alex Friedman,<40,28.00,23.36,23.36,30.73,34.82,27.46,25.82,https://www.facebook.com/events/880278499062375?view=permalink&id=883239652099593,
Thierry Boisivon,40+,35.12,23.59,29.71,37.63,38.03,23.59,48.27,https://www.facebook.com/events/880278499062375?view=permalink&id=882003692223189,
Geoff Hartnell,40+,35.95,31.06,34.41,39.58,33.86,31.06,41.48,https://www.facebook.com/events/880278499062375?view=permalink&id=884961721927386,
Ed Connell,<40,41.30,38.85,41.06,43.74,39.11,45.25,38.85,https://www.facebook.com/events/880278499062375?view=permalink&id=883221008768124,
Pete Lee,<40,58.21,47.65,1:03.48,58.10,53.06,1:13.49,47.65,https://www.facebook.com/events/880278499062375?view=permalink&id=883323442091214,
Jang Junho (장준호),40+,1:25.50,1:11.16,1:41.29,1:11.16,1:19.27,1:16.99,1:40.23,https://www.facebook.com/events/880278499062375?view=permalink&id=884489028641322,
