Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Daniel Houghton,40+,2016HOUG03,15.62,17.63,15.37,13.73,14.90,13.73,15.30,https://www.facebook.com/events/946695540632554/permalink/949736753661766,
Toby Chamberlain,50+,2022CHAM03,15.98,17.78,24.04,16.50,17.08,15.98,17.12,https://www.facebook.com/events/946695540632554/permalink/954975286471246,
Shen Flindell,50+,2023FLIN02,16.32,25.45,21.68,19.10,15.78,15.78,19.03,https://www.facebook.com/745394767/videos/530212459898518,
Dan Smith,50+,2018SMIT42,23.84,23.33,21.10,23.34,30.94,21.10,23.50,https://www.facebook.com/events/946695540632554/permalink/951616386807136,
Mickey Doyle,50+,2021DOYL02,22.98,27.21,23.21,22.00,29.32,22.00,24.47,https://www.facebook.com/events/929053079074962/permalink/938285554818381,
Eric Dodson,50+,2021DODS01,25.03,37.59,25.66,24.73,28.12,24.73,26.27,https://www.facebook.com/events/946695540632554/permalink/948411570460951,
Lisa Kucala,60+,2019KUCA01,28.14,22.47,30.15,22.68,28.25,22.47,26.36,https://www.facebook.com/events/946695540632554/permalink/955475956421179,
Adam Leyton,40+,2024LEYT01,28.78,28.39,27.41,27.41,27.49,27.41,27.76,https://www.facebook.com/events/946695540632554/permalink/953821203253321,
Joe Kucala,60+,2022KUCA01,40.19,52.03,39.85,39.40,41.02,39.40,40.35,https://www.facebook.com/events/946695540632554/permalink/950164500285658,
Kristina Lim,50+,2022LIMK02,1:39.70,41.98,36.29,53.94,41.38,36.29,45.77,https://www.facebook.com/1045330593/videos/1945893019229808,
