Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Konsta Jukka,40+,2008JUKK01,10.65,11.64,13.35,12.22,10.43,10.43,11.50,https://www.facebook.com/events/486157032419819/permalink/493491028353086,
Enrymar Cisneros,<40,2013CISN01,13.49,14.48,13.58,15.52,13.81,13.49,13.96,https://www.facebook.com/events/486157032419819/permalink/493615915007264,
Shawn Boucké,<40,2016BOUC01,14.78,14.85,16.71,12.53,23.11,12.53,15.45,https://www.facebook.com/events/486157032419819/permalink/493566618345527,
Ed Connell,<40,2018CONN04,13.17,16.52,14.48,16.96,19.03,13.17,15.99,https://www.facebook.com/events/486157032419819/permalink/489331192102403,
Pete Lee,<40,2018LEEP04,18.83,21.90,21.89,15.29,18.65,15.29,19.79,https://www.facebook.com/events/486157032419819/permalink/489757798726409,
JM Tambaoan,40+,,22.12,28.23,15.77,19.28,19.72,15.77,20.37,https://www.facebook.com/events/486157032419819/permalink/489829065385949,
Huy Nguyen,40+,2019NGUY29,20.05,19.94,22.61,18.18,21.21,18.18,20.40,https://www.facebook.com/events/486157032419819/permalink/489394728762716,
Newton Nguyen,<10,2019NGUY30,19.90,37.57,18.87,17.74,22.57,17.74,20.45,https://www.facebook.com/events/486157032419819/permalink/489394728762716,
Geoff Hartnell,40+,2017HART06,19.18,20.85,22.11,18.75,24.49,18.75,20.71,https://www.facebook.com/events/486157032419819/permalink/490341765334679,
Toby Chamberlain,40+,,25.60,22.23,24.65,25.67,38.30,22.23,25.31,https://www.facebook.com/520891933/videos/10159574649091934,
Daniel Smith,50+,2018SMIT42,23.03,31.91,26.27,21.39,28.03,21.39,25.78,https://www.facebook.com/events/486157032419819/permalink/493228768379312,
Joshua Riegel,<30,2019RIEG02,24.82,31.47,23.39,23.48,30.13,23.39,26.14,https://www.facebook.com/events/486157032419819/permalink/490876911947831,
Mickey Doyle,40+,,48.81,42.15,45.52,40.47,34.24,34.24,42.71,https://www.facebook.com/events/486157032419819/permalink/489969585371897,Fist time doing this...
