Name,Age,WCA ID,Attempted,Solved,Time,Link,Comment
Jae Park,50+,2015PARK24,11,10,41:23,https://www.facebook.com/events/902189670577686/permalink/906789420117711,
Anthony Rochester,40+,2019ROCH03,17,12,56:47,https://www.facebook.com/events/902189670577686/permalink/906660316797288,pb for scw
