Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Shain Longbehn,<30,2020LONG05,21.43,20.16,11.04,18.71,16.88,11.04,18.58,https://www.facebook.com/events/1093949927944727/permalink/1099210387418681,⚡
Dan Smith,50+,2018SMIT42,18.85,23.31,20.75,23.37,24.61,18.85,22.48,https://www.facebook.com/events/1093949927944727/permalink/1101977133808673,
Mickey Doyle,40+,2021DOYL02,29.84,1:14.09,28.67,43.76,42.62,28.67,38.74,https://www.facebook.com/events/1093949927944727/permalink/1102117247127995,
Yi-Wei Chen,40+,,50.26,37.71,1:02.21,42.29,47.76,37.71,46.77,https://www.facebook.com/events/1093949927944727/permalink/1099536637386056,
