Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
David Roche,50+,2014ROCH07,27,26,27,26,26.67,https://www.facebook.com/events/1822417388139401/permalink/1827649127616227,
Marius Rombout Ferreira van Riemsdijk,40+,2014RIEM01,31,35,DNS,31,DNF,https://www.facebook.com/events/1822417388139401/permalink/1825645121149961,Hope this is timely
