Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Geoff Hartnell,40+,2017HART06,1:50.26,1:42.74,1:48.35,1:45.88,1:31.46,1:31.46,1:45.66,https://www.facebook.com/events/271667090769235/permalink/272231690712775,
Andy Nicholls,40+,2015NICH04,3:00.01,3:07.28,4:29.79,DNS,DNS,3:00.01,3:32.36,https://www.facebook.com/events/271667090769235/permalink/273227393946538,
