Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Andy Nicholls,40+,2015NICH04,3:35.87,3:48.14,3:52.93,3:35.87,3:45.65,https://www.facebook.com/events/307625317040136?view=permalink&id=309154366887231,
Geoff Hartnell,40+,2017HART06,4:07.80,4:24.01,3:51.50,3:51.50,4:07.77,https://www.facebook.com/events/307625317040136?view=permalink&id=308549293614405,
Pete Lee,<40,2018LEEP04,5:04.69,5:25.96,DNS,5:04.69,DNF,https://www.facebook.com/events/307625317040136?view=permalink&id=308488300287171,
