Name,Age,WCA ID,Solve 1 3,Solve 2 3,Solve 3 3,Solve 4 3,Solve 5 3,Best,Average,Link,Comment
Daniel Houghton,40+,2016HOUG03,49.81,54.07,1:00.46,58.93,48.15,48.15,54.27,https://www.facebook.com/events/3635598963248617/permalink/3647448605396986,
Enrymar Cisneros,40+,2013CISN01,59.17,51.48,54.54,57.71,56.45,51.48,56.23,https://www.facebook.com/events/3635598963248617/permalink/3638953009579879,
Shen Flindell,50+,2023FLIN02,1:09.89,59.13,1:00.44,1:00.10,1:03.73,59.13,1:01.42,https://www.facebook.com/events/3635598963248617/permalink/3646602272148286,
Brad Deegan,40+,2023DEEG01,1:18.97,1:21.59,1:24.23,1:31.41,1:21.61,1:18.97,1:22.47,https://www.facebook.com/events/3635598963248617/permalink/3639299842878529,
Lisa Kucala,60+,2019KUCA01,1:35.86,1:29.97,1:25.50,1:22.02,1:32.34,1:22.02,1:29.27,https://www.facebook.com/events/3635598963248617/permalink/3648603805281466,
Joe Kucala,60+,2022KUCA01,2:58.31,4:36.31,DNS,DNS,DNS,2:58.31,DNF,https://www.facebook.com/events/3635598963248617/permalink/3647509775390869,
