Name,Age,WCA ID,Solve 1 7,Solve 2 7,Solve 3 7,Solve 4 5,Solve 5 5,Best,Average,Link,Comment
Shen Flindell,50+,2023FLIN02,26.34,29.46,22.39,22.76,22.54,22.39,23.88,https://www.facebook.com/events/25406338259048847/permalink/25500344296314909,
Enrymar Cisneros,40+,2013CISN01,33.90,33.44,41.46,1:01.32,56.25,33.44,43.87,https://www.facebook.com/events/25406338259048847/permalink/25470155709333768,
Lisa Kucala,60+,2019KUCA01,48.74,36.80,49.03,51.82,49.19,36.80,48.99,https://www.facebook.com/events/25406338259048847/permalink/25499672219715450,
Toby Chamberlain,50+,2022CHAM03,1:00.64,43.92,40.84,58.82,1:01.91,40.84,54.46,https://www.facebook.com/events/25406338259048847/permalink/25521335460882459,
Pete Lee,40+,2018LEEP04,58.47,47.82,57.39,51.57,1:06.38,47.82,55.81,https://www.facebook.com/events/25406338259048847/permalink/25515568251459180,
Joe Kucala,60+,2022KUCA01,1:50.65,1:33.96,2:11.02,DNS,DNS,1:33.96,1:51.88,https://www.facebook.com/events/25406338259048847/permalink/25499774289705243,
