Name,Age,WCA ID,Solve 1 11,Solve 2 11,Solve 3 11,Solve 4 9,Solve 5 9,Best,Average,Link,Comment
Shen Flindell,50+,2023FLIN02,54.60,40.30,45.90,36.96,34.20,34.20,41.05,https://www.facebook.com/events/1222564126652090/permalink/1231168225791680,
Lisa Kucala,60+,2019KUCA01,53.60,58.51,38.28,46.09,57.23,38.28,52.31,https://www.facebook.com/events/1222564126652090/permalink/1233652078876628,
Brad Deegan,40+,2023DEEG01,53.25,57.58,1:06.22,54.17,56.70,53.25,56.15,https://www.facebook.com/events/1222564126652090/permalink/1229738335934669,
