Name,Age,WCA ID,Solve 1 10,Solve 2 10,Solve 3 10,Solve 4 8,Solve 5 8,Best,Average,Link,Comment
Enrymar Cisneros,40+,2013CISN01,9.34,7.52,10.67,11.51,11.14,7.52,10.38,https://www.facebook.com/events/1222564126652090/permalink/1228433419398494,
Brad Deegan,40+,2023DEEG01,10.13,14.45,11.43,9.51,16.09,9.51,12.00,https://www.facebook.com/events/1222564126652090/permalink/1226990052876164,
Lisa Kucala,60+,2019KUCA01,14.90,10.68,12.77,15.85,9.58,9.58,12.78,https://www.facebook.com/events/1222564126652090/permalink/1233648728876963,
Joe Kucala,60+,2022KUCA01,17.15,13.47,10.96,15.26,15.84,10.96,14.86,https://www.facebook.com/events/1222564126652090/permalink/1231031682472001,
