Name,Age,WCA ID,Attempted,Solved,Time,Link,Comment
Toby Chamberlain,50+,2022CHAM03,13,10,54:41,https://www.facebook.com/events/1389445029741456/permalink/1398359338850025,
Shen Flindell,50+,2023FLIN02,13,9,59:07,https://www.facebook.com/events/1389445029741456/permalink/1390968609589098,
