Name,Age,WCA ID,Solve 1 9,Solve 2 9,Solve 3 9,Solve 4 7,Solve 5 7,Best,Average,Link,Comment
Shen Flindell,50+,2023FLIN02,10.77,6.76,11.48,9.89,10.22,6.76,10.29,https://www.facebook.com/events/1057998416768467/permalink/1067909732444002,
Tim Shaw,50+,2023SHAW10,9.22,10.09,11.11,9.82,14.06,9.22,10.34,https://www.facebook.com/events/1057998416768467/permalink/1061481279753514,
Veronika Rose,40+,2024ROSE02,12.90,7.15,8.57,12.72,10.27,7.15,10.52,https://www.facebook.com/events/1057998416768467/permalink/1061759129725729,
Fred Johnson,<40,2006JOHN01,12.37,6.87,15.18,10.12,10.12,6.87,10.87,https://www.facebook.com/frederick.g.johnson/videos/1824771791841205,
Danielle Kay,40+,2023KAYD01,13.56,7.98,11.30,10.81,11.43,7.98,11.18,https://www.facebook.com/events/1057998416768467/permalink/1067441729157469,
Pete Lee,40+,2018LEEP04,12.77,11.02,14.08,16.18,16.15,11.02,14.33,https://www.facebook.com/events/1057998416768467/permalink/1061584556409853,
