Name,Age,WCA ID,Solve 1 6,Solve 2 6,Solve 3 6,Best,Average,Link,Comment
Glyn Brown,40+,2023BROW47,3:36.41,3:25.36,3:41.44,3:25.36,3:34.40,https://www.facebook.com/events/1569053311325248/permalink/1570454157851830,
Shen Flindell,50+,2023FLIN02,4:34.59,4:10.40,4:40.54,4:10.40,4:28.51,https://www.facebook.com/events/1569053311325248/permalink/1575528374011075,
Fred Johnson,<40,2006JOHN01,4:40.80,4:41.78,5:10.15,4:40.80,4:50.91,https://www.facebook.com/frederick.g.johnson/videos/836427986102534,
