Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Chris Wright,50+,2011WRIG01,14.99,14.17,15.24,15.44,13.99,13.99,14.80,https://www.facebook.com/events/536643418925945/permalink/539719371951683,
Daniel Houghton,40+,2016HOUG03,16.09,14.68,17.73,14.54,15.96,14.54,15.58,https://www.facebook.com/events/536643418925945/permalink/541589735097980,
Toby Chamberlain,50+,2022CHAM03,15.90,20.12,15.31,19.00,16.30,15.31,17.07,https://www.facebook.com/events/536643418925945/permalink/545612888028998,
Pete Lee,40+,2018LEEP04,20.19,37.16,17.08,19.64,18.10,17.08,19.31,https://www.facebook.com/events/536643418925945/permalink/540407731882847,
Shen Flindell,50+,2023FLIN02,22.98,19.72,20.36,20.12,21.32,19.72,20.60,https://www.facebook.com/745394767/videos/1196554978067266,"I accidentally did the 5th scramble fourth, but I’ve entered the times in the order they should have been done, ie my 4th solve is listed 5th and vice versa."
Dan Smith,50+,2018SMIT42,21.95,20.90,21.49,28.59,25.13,20.90,22.86,https://www.facebook.com/events/536643418925945/permalink/544615134795440,
Mickey Doyle,50+,2021DOYL02,25.68,25.21,21.36,27.01,25.82,21.36,25.57,https://www.facebook.com/events/536643418925945/permalink/546076987982588,
Lisa Kucala,60+,2019KUCA01,27.83,26.73,25.17,21.17,24.97,21.17,25.62,https://www.facebook.com/events/536643418925945/permalink/543283594928594,
Kristina Lim,50+,2022LIMK02,42.44,55.86,35.64,35.08,41.55,35.08,39.88,https://www.facebook.com/1045330593/videos/1735134620649897,
Joe Kucala,60+,2022KUCA01,39.96,39.40,DNF,45.88,53.79,39.40,46.54,https://www.facebook.com/events/536643418925945/permalink/540023795254574,
