Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Shawn Boucké,<40,2016BOUC01,56.72,54.00,48.44,1:10.46,44.36,44.36,53.05,https://www.facebook.com/events/349197636276246/permalink/352945255901484,
Fumiki Koseki,40+,2005KOSE01,51.07,54.21,1:11.50,54.79,56.91,51.07,55.30,https://www.facebook.com/events/342541897161786/permalink/343950770354232,
Konsta Jukka,40+,2008JUKK01,1:08.07,51.75,58.28,1:00.14,1:06.07,51.75,1:01.50,https://www.facebook.com/events/342541897161786/permalink/345657720183537,
Ed Connell,<40,2018CONN04,1:00.79,1:04.51,1:05.89,1:08.83,1:02.31,1:00.79,1:04.24,https://www.facebook.com/events/342541897161786/permalink/346210633461579,
Pete Lee,<40,2018LEEP04,1:14.20,1:19.09,1:06.47,1:23.57,1:13.85,1:06.47,1:15.71,https://www.facebook.com/events/342541897161786/permalink/345616436854332,
Daniel Smith,50+,2018SMIT42,1:18.73,1:24.79,1:27.12,1:41.60,1:33.99,1:18.73,1:28.63,https://www.facebook.com/events/342541897161786/permalink/346735893409053,
Yi-Wei Chen,40+,,1:46.23,1:25.56,1:33.69,1:40.32,1:31.02,1:25.56,1:35.01,https://www.facebook.com/events/342541897161786/permalink/345214566894519,
Anthony Rochester,40+,2019ROCH03,2:00.15,DNF,1:24.07,1:13.54,1:40.26,1:13.54,1:41.49,https://www.facebook.com/events/342541897161786/permalink/342765207139455,pb single
Jan Adams-Fielding,40+,,1:39.29,2:00.22,1:35.50,DNS,DNS,1:35.50,1:45.00,https://www.facebook.com/events/342541897161786/permalink/347361490013160,
Adam Robson,<40,,1:55.29,2:01.29,2:13.61,DNS,DNS,1:55.29,2:03.39,https://www.facebook.com/100005428097972/videos/1476618139195775,
