Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Konsta Jukka,40+,2008JUKK01,10.56,11.26,11.08,12.38,10.17,10.17,10.97,https://www.facebook.com/events/349197636276246/permalink/351968515999158,
Ed Connell,<40,2018CONN04,15.89,14.89,12.46,16.80,15.18,12.46,15.32,https://www.facebook.com/events/349197636276246/permalink/352437015952308,
Fumiki Koseki,40+,2005KOSE01,15.84,14.36,20.30,15.42,16.49,14.36,15.92,https://www.facebook.com/events/349197636276246/permalink/350478059481537,
Shawn Boucké,<40,2016BOUC01,17.62,15.98,26.18,16.90,21.23,15.98,18.58,https://www.facebook.com/events/349197636276246/permalink/352945255901484,
Pete Lee,<40,2018LEEP04,18.45,18.75,21.03,23.75,18.61,18.45,19.46,https://www.facebook.com/events/349197636276246/permalink/351936776002332,
Aaron Cumes,40+,2018CUME02,28.20,17.18,22.12,18.14,20.71,17.18,20.32,https://www.facebook.com/events/349197636276246/permalink/349533289576014,
Yi-Wei Chen,40+,,24.63,24.34,22.90,18.76,20.24,18.76,22.49,https://www.facebook.com/events/349197636276246/permalink/351605786035431,
Anthony Rochester,40+,2019ROCH03,21.97,21.51,25.04,25.83,21.45,21.45,22.84,https://www.facebook.com/events/349197636276246/permalink/349361019593241,
Wojciech Poljanowski,50+,2010POLJ01,24.50,30.78,17.30,26.12,22.28,17.30,24.30,https://www.facebook.com/events/3404368289613252/permalink/3438416346208446,
Jan Adams-Fielding,40+,,23.57,23.26,27.44,33.65,22.51,22.51,24.75,https://www.facebook.com/events/349197636276246/permalink/353453925850617,The 33.65 includes a +2 penalty for starting the timer a fraction too late
Huy Nguyen,40+,2019NGUY29,22.99,25.84,30.72,21.18,DNF,21.18,26.52,https://www.facebook.com/events/349197636276246/permalink/352994599229883,
Daniel Smith,50+,2018SMIT42,27.76,27.27,26.12,26.39,31.64,26.12,27.14,https://www.facebook.com/events/349197636276246/permalink/352926999236643,
Jae Park,40+,2015PARK24,34.10,34.51,33.10,28.55,42.52,28.55,33.90,https://www.facebook.com/events/349197636276246/permalink/350076659521677,Pseudo Sighted BLD
Kerry Go,50+,2019GOKE01,39.50,41.82,34.12,30.50,36.04,30.50,36.55,https://www.facebook.com/events/349197636276246/permalink/352546029274740,First attempt at video--hope it's done acceptably.
