Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Fumiki Koseki,40+,2005KOSE01,9.77,6.69,6.09,5.78,8.29,5.78,7.02,https://www.facebook.com/events/361626694990606/permalink/362910928195516,
Ed Connell,<40,2018CONN04,13.67,14.47,14.23,17.05,16.60,13.67,15.10,https://www.facebook.com/events/361626694990606/permalink/365101317976477,
