Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Enrymar Cisneros,<40,2013CISN01,14.51,12.60,14.31,12.93,14.92,12.60,13.92,https://www.facebook.com/events/799005364067137/permalink/806901246610882,
Ed Connell,<40,2018CONN04,17.74,18.07,15.52,20.00,17.81,15.52,17.87,https://www.facebook.com/events/799005364067137/permalink/805614983406175,
Geoff Hartnell,40+,2017HART06,17.56,21.21,17.71,21.23,15.58,15.58,18.83,https://www.facebook.com/events/799005364067137/permalink/805736063394067,
Pete Lee,<40,2018LEEP04,18.33,23.16,21.73,28.87,20.45,18.33,21.78,https://www.facebook.com/events/799005364067137/permalink/806240963343577,
Toby Chamberlain,40+,,21.03,46.17,21.46,19.31,24.85,19.31,22.45,https://www.facebook.com/520891933/videos/1028999127859843,
JM Tambaoan,40+,,22.93,25.16,17.89,25.27,20.60,17.89,22.90,https://www.facebook.com/events/799005364067137/permalink/806617146639292,
Rodney Gardner,50+,2019GARD02,20.43,29.49,25.18,24.95,17.31,17.31,23.52,https://www.facebook.com/events/799005364067137/permalink/806383936662613,
Lisa Kucala,50+,2019KUCA01,25.08,30.44,26.28,29.27,22.25,22.25,26.88,https://www.facebook.com/events/799005364067137/permalink/805154203452253,
Daniel Smith,50+,2018SMIT42,28.17,30.41,27.93,29.39,26.01,26.01,28.50,https://www.facebook.com/events/799005364067137/permalink/806392143328459,
Mickey Doyle,40+,,36.10,36.37,37.13,38.06,38.51,36.10,37.19,https://www.facebook.com/events/799005364067137/permalink/806375776663429,
