Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Konsta Jukka,40+,2008JUKK01,11.62,14.21,11.64,12.27,11.40,11.40,11.84,https://www.facebook.com/events/1729699367421612/permalink/1739977666393782,
Ed Connell,<40,2018CONN04,16.83,16.84,19.76,17.77,16.35,16.35,17.15,https://www.facebook.com/events/1729699367421612/permalink/1739792719745610,
Chris Looney,<40,,17.92,19.80,21.98,DNF,21.11,17.92,20.96,https://www.facebook.com/chris.looney/videos/1357402214713795,
Toby Chamberlain,40+,,17.11,21.85,23.94,23.02,18.07,17.11,20.98,https://www.facebook.com/520891933/videos/757167745668530,
Pete Lee,<40,2018LEEP04,17.18,20.27,22.49,24.77,24.15,17.18,22.30,https://www.facebook.com/events/1729699367421612/permalink/1739449746446574,
Daniel Smith,50+,2018SMIT42,24.08,22.35,25.81,38.41,20.36,20.36,24.08,https://www.facebook.com/events/1729699367421612/permalink/1734633546928194,
Rodney Gardner,50+,2019GARD02,28.51,21.45,31.93,23.83,24.67,21.45,25.67,https://www.facebook.com/events/1729699367421612/permalink/1733882320336650,
John Neo Stanley,50+,,23.50,28.99,30.99,25.24,22.24,22.24,25.91,https://www.facebook.com/events/1729699367421612/permalink/1732277210497161,"A couple bad solves, was hoping for better AO5"
Mickey Doyle,40+,2021DOYL02,28.39,33.12,32.96,52.75,40.45,28.39,35.51,https://www.facebook.com/events/1729699367421612/permalink/1734686873589528,
Eric Dodson,40+,2021DODS01,40.73,53.07,42.32,53.47,40.02,40.02,45.37,https://www.facebook.com/events/1729699367421612/permalink/1739861909738691,
