Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Konsta Jukka,40+,2008JUKK01,1:27.23,1:30.11,1:40.95,1:34.72,1:33.10,1:27.23,1:32.64,https://www.facebook.com/events/294093895691078/permalink/302885228145278,
Enrymar Cisneros,<40,2013CISN01,1:24.94,1:37.11,1:33.80,1:39.46,1:34.29,1:24.94,1:35.07,https://www.facebook.com/events/294093895691078/permalink/303046848129116,
Geoff Hartnell,40+,2017HART06,1:55.21,1:48.07,1:44.47,1:46.32,1:49.44,1:44.47,1:47.94,https://www.facebook.com/events/294093895691078/permalink/302841111483023,
Yi-Wei Chen,40+,2020CHEN34,4:15.53,4:17.38,DNS,DNS,DNS,4:15.53,DNF,https://www.facebook.com/events/294093895691078/permalink/294951155605352,
