Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Konsta Jukka,40+,2008JUKK01,9.84,9.46,9.36,9.96,11.48,9.36,9.75,https://www.facebook.com/events/294093895691078/permalink/302885228145278,
Chris Hardwick,<40,2003HARD01,16.80,13.49,13.65,13.89,11.10,11.10,13.68,https://www.facebook.com/events/294093895691078/permalink/302190704881397,Done at Starbucks! Trying to get some public training in again.
Enrymar Cisneros,<40,2013CISN01,13.80,13.97,13.02,14.28,15.50,13.02,14.02,https://www.facebook.com/events/294093895691078/permalink/301681924932275,
Ed Connell,<40,2018CONN04,17.92,13.69,15.91,17.25,15.43,13.69,16.20,https://www.facebook.com/events/294093895691078/permalink/297652338668567,
Daniel Houghton,40+,2016HOUG03,16.76,17.52,17.76,20.17,16.28,16.28,17.35,https://www.facebook.com/events/294093895691078/permalink/296447852122349,
Geoff Hartnell,40+,2017HART06,15.90,19.21,18.49,21.56,16.00,15.90,17.90,https://www.facebook.com/events/294093895691078/permalink/302846984815769,
JM Tambaoan,40+,,18.54,17.03,19.84,25.12,20.24,17.03,19.54,https://www.facebook.com/events/294093895691078/permalink/301389321628202,
Pete Lee,<40,2018LEEP04,19.77,20.56,21.01,19.22,18.60,18.60,19.85,https://www.facebook.com/events/294093895691078/permalink/301500664950401,
Yi-Wei Chen,40+,2020CHEN34,20.59,19.86,20.08,26.33,18.88,18.88,20.18,https://www.facebook.com/events/294093895691078/permalink/298899155210552,
Toby Chamberlain,40+,,22.42,20.33,20.07,26.53,33.32,20.07,23.09,https://www.facebook.com/520891933/videos/10159672331966934,
Anthony Rochester,40+,2019ROCH03,28.31,22.25,23.42,25.12,23.92,22.25,24.15,https://www.facebook.com/events/294093895691078/permalink/295509902216144,
Daniel Smith,50+,2018SMIT42,27.44,28.04,22.29,25.87,22.31,22.29,25.21,https://www.facebook.com/events/294093895691078/permalink/302943118139489,
Lisa Kucala,50+,2019KUCA01,30.24,28.34,30.96,28.45,26.75,26.75,29.01,https://www.facebook.com/events/294093895691078/permalink/302881171479017,
Chris Thames,<40,2019THAM05,30.46,27.95,30.60,33.63,38.83,27.95,31.56,https://www.facebook.com/events/294093895691078/permalink/298918871875247,
Jae Park,50+,2015PARK24,31.16,29.81,35.54,25.44,34.88,25.44,31.95,https://www.facebook.com/events/294093895691078/permalink/297753605325107,
