Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Konsta Jukka,40+,2008JUKK01,11.96,10.15,11.88,10.84,11.63,10.15,11.45,https://www.facebook.com/events/717487009641909/permalink/726045182119425,
Shawn Boucké,<40,2016BOUC01,12.69,13.82,13.42,13.46,19.17,12.69,13.57,https://www.facebook.com/events/717487009641909/permalink/718627129527897,
Enrymar Cisneros,<40,2013CISN01,12.35,13.76,15.58,16.40,12.42,12.35,13.92,https://www.facebook.com/events/717487009641909/permalink/726274302096513,
Ed Connell,<40,2018CONN04,14.49,15.12,18.92,18.04,16.37,14.49,16.51,https://www.facebook.com/events/717487009641909/permalink/720652209325389,
Pete Lee,<40,2018LEEP04,18.18,22.10,19.76,21.45,18.63,18.18,19.95,https://www.facebook.com/events/717487009641909/permalink/721275765929700,
Yi-Wei Chen,40+,,22.60,19.60,22.40,17.94,16.45,16.45,19.98,https://www.facebook.com/events/717487009641909/permalink/722510935806183,
Toby Chamberlain,40+,,18.20,26.21,19.14,17.95,31.33,17.95,21.18,https://www.facebook.com/520891933/videos/5159951374024470,
Anthony Rochester,40+,2019ROCH03,20.47,21.47,21.49,40.47,26.76,20.47,23.24,https://www.facebook.com/events/717487009641909/permalink/726224942101449,
Huy Nguyen,40+,2019NGUY29,21.56,25.00,32.27,19.95,26.28,19.95,24.28,https://www.facebook.com/events/717487009641909/permalink/726205235436753,
Peter Andersson,50+,2013ANDE01,25.22,26.09,27.06,23.82,28.85,23.82,26.12,https://www.facebook.com/events/717487009641909/permalink/721404349250175,
Daniel Smith,50+,2018SMIT42,26.91,35.51,22.17,25.97,28.23,22.17,27.04,https://www.facebook.com/events/717487009641909/permalink/725392432184700,
Lisa Kucala,50+,2019KUCA01,25.27,30.14,31.66,27.24,22.37,22.37,27.55,https://www.facebook.com/events/717487009641909/permalink/720758222648121,
Mickey Doyle,40+,2021DOYL02,31.81,28.57,49.16,30.08,29.78,28.57,30.56,https://www.facebook.com/events/717487009641909/permalink/726061435451133,
Hailey Doyle,<20,2021DOYL01,50.36,1:01.35,57.52,45.09,36.60,36.60,50.99,https://www.facebook.com/events/717487009641909/permalink/726062902117653,
