Name,Age,WCA ID,Solve 1 5,Solve 2 5,Solve 3 5,Best,Average,Link,Comment
Shen Flindell,50+,2023FLIN02,2:53.37,2:51.70,3:01.68,2:51.70,2:55.58,https://www.facebook.com/events/4078880872412041/permalink/4090028031297325,
Danielle Kay,40+,2023KAYD01,5:17.60,4:56.86,DNS,4:56.86,DNF,https://www.facebook.com/events/4078880872412041/permalink/4091192401180888,
