Name,Age,WCA ID,Attempted,Solved,Time,Link,Comment
Shen Flindell,50+,2023FLIN02,13,12,58:39,https://www.facebook.com/events/4155259017950945/permalink/4165981876878659,
Toby Chamberlain,50+,2022CHAM03,13,6,50:51,https://www.facebook.com/events/4155259017950945/permalink/4163659867110860,
