Name,Age,WCA ID,Solve 1 10,Solve 2 10,Solve 3 10,Solve 4 8,Solve 5 8,Best,Average,Link,Comment
Danielle Kay,40+,2023KAYD01,12.73,11.34,9.50,6.51,11.16,6.51,10.66,https://www.facebook.com/events/2151185886282181/permalink/2160910075309762,
Shen Flindell,50+,2023FLIN02,12.22,8.48,10.80,10.62,12.82,8.48,11.21,https://www.facebook.com/events/2151185886282181/permalink/2159759745424795,
