Name,Age,WCA ID,Solve 1 11,Solve 2 11,Solve 3 11,Solve 4 9,Solve 5 9,Best,Average,Link,Comment
Shen Flindell,50+,2023FLIN02,41.63,46.16,33.47,1:02.07,49.94,33.47,45.91,https://www.facebook.com/events/2151185886282181/permalink/2158887292178707,
Danielle Kay,40+,2023KAYD01,1:14.24,2:45.50,1:02.16,DNS,DNS,1:02.16,1:40.63,https://www.facebook.com/events/2151185886282181/permalink/2163440085056761,
