Name,Age,WCA ID,Solve 1 16,Solve 2 16,Solve 3 16,Best,Average,Link,Comment
Shen Flindell,50+,2023FLIN02,12:13.06,DNF,DNF,12:13.06,DNF,https://www.facebook.com/events/4155259017950945/permalink/4156548384488675,
