Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Daniel Houghton,40+,2016HOUG03,15.02,21.51,15.15,15.37,15.02,15.02,15.18,https://www.facebook.com/events/1156782986175552/permalink/1160401275813723,
Glyn Brown,40+,2023BROW47,16.32,14.60,20.22,15.47,14.19,14.19,15.46,https://www.facebook.com/events/1156782986175552/permalink/1166682591852258,
Toby Chamberlain,50+,2022CHAM03,14.46,19.40,23.55,15.75,15.02,14.46,16.72,https://www.facebook.com/events/1156782986175552/permalink/1162992655554585,
Shen Flindell,50+,2023FLIN02,19.32,19.18,20.85,23.73,21.87,19.18,20.68,https://www.facebook.com/745394767/videos/1119765566232469,
Pete Lee,40+,2018LEEP04,21.38,20.78,17.87,21.96,28.74,17.87,21.37,https://www.facebook.com/events/1156782986175552/permalink/1165921271928390,
Mickey Doyle,50+,2021DOYL02,20.79,23.95,19.26,26.35,23.29,19.26,22.68,https://www.facebook.com/events/1156782986175552/permalink/1165195988667585,
Lisa Kucala,60+,2019KUCA01,27.56,25.07,24.24,23.44,23.74,23.44,24.35,https://www.facebook.com/events/1156782986175552/permalink/1166144841906033,
Dan Smith,50+,2018SMIT42,18.54,22.60,26.12,48.55,32.32,18.54,27.01,https://www.facebook.com/events/1156782986175552/permalink/1164414862079031,
Peter Andersson,60+,2013ANDE01,35.07,33.80,32.72,27.32,27.24,27.24,31.28,https://www.facebook.com/events/1156782986175552/permalink/1163004682220049,
Adam Leyton,40+,2024LEYT01,30.68,31.15,32.56,33.57,29.51,29.51,31.46,https://www.facebook.com/events/1156782986175552/permalink/1162358125618038,
Kristina Lim,50+,2022LIMK02,46.01,38.45,41.73,33.90,36.77,33.90,38.98,https://www.facebook.com/1045330593/videos/1920774741759153,
Joe Kucala,60+,2022KUCA01,49.99,41.52,44.93,43.27,1:10.44,41.52,46.06,https://www.facebook.com/events/1156782986175552/permalink/1161954238991760,
