Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Pete Lee,40+,2018LEEP04,1:31.88,1:56.65,1:33.75,1:41.23,1:51.84,1:31.88,1:42.27,https://www.facebook.com/events/1156782986175552/permalink/1165920878595096,
Lisa Kucala,60+,2019KUCA01,3:01.55,2:41.67,2:45.59,DNS,DNS,2:41.67,2:49.60,https://www.facebook.com/events/1156782986175552/permalink/1166141668573017,
