Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Glyn Brown,40+,,16.70,DNF,15.84,16.22,15.46,15.46,16.25,https://www.facebook.com/events/569225115154363/permalink/576072154469659,
Ed Connell,<40,2018CONN04,18.37,24.78,17.22,18.39,16.78,16.78,17.99,https://www.facebook.com/events/569225115154363/permalink/576604254416449,
Toby Chamberlain,40+,2022CHAM03,16.24,20.42,18.54,16.75,19.57,16.24,18.29,https://www.facebook.com/520891933/videos/755035639223727,
Yi-Wei Chen,40+,,18.04,26.51,18.06,19.40,16.90,16.90,18.50,https://www.facebook.com/events/569225115154363/permalink/570882054988669,
Chris Looney,<40,2022LOON02,17.84,19.21,18.50,19.99,15.80,15.80,18.52,https://www.facebook.com/chris.looney/videos/194097443251937,
Daniel Houghton,40+,2016HOUG03,17.88,20.35,18.13,19.70,15.04,15.04,18.57,https://www.facebook.com/events/569225115154363/permalink/574363291307212,
Mark Cordell,40+,2022CORD03,21.94,22.62,24.68,23.94,27.57,21.94,23.75,https://www.facebook.com/events/569225115154363/permalink/576672734409601,
Dan Smith,50+,2018SMIT42,24.35,26.43,28.09,23.01,34.99,23.01,26.29,https://www.facebook.com/events/569225115154363/permalink/574398044637070,
Gordon Holey,40+,2021HOLE01,26.85,36.14,31.05,21.39,21.66,21.39,26.52,https://www.facebook.com/events/569225115154363/permalink/574076274669247,First Submission!  Hope the vids are ok . . look forward to doing more in the future!
Mickey Doyle,40+,2021DOYL02,26.67,38.57,29.26,26.91,22.91,22.91,27.61,https://www.facebook.com/events/569225115154363/permalink/576626424414232,
Richard Taylor,50+,2015TAYL04,24.60,34.52,26.16,28.80,33.24,24.60,29.40,https://www.facebook.com/100004166389252/videos/682022813672786,
