Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Konsta Jukka,40+,2008JUKK01,11.29,13.05,12.27,9.59,14.16,9.59,12.20,https://www.facebook.com/events/807437066779451/permalink/811397259716765,
Enrymar Cisneros,<40,2013CISN01,14.43,11.88,16.51,14.95,13.87,11.88,14.42,https://www.facebook.com/events/807437066779451/permalink/810880776435080,
Ed Connell,<40,2018CONN04,16.15,16.44,19.59,16.21,14.02,14.02,16.27,https://www.facebook.com/events/807437066779451/permalink/809979709858520,
Fumiki Koseki,40+,2005KOSE01,18.04,17.55,15.59,16.75,19.23,15.59,17.45,https://www.facebook.com/events/807437066779451/permalink/811243109732180,
Geoff Hartnell,40+,2017HART06,18.80,19.90,16.56,25.67,18.72,16.56,19.14,https://www.facebook.com/events/807437066779451/permalink/811049599751531,
Anthony Rochester,40+,2019ROCH03,21.79,19.81,25.02,23.66,23.00,19.81,22.81,https://www.facebook.com/events/807437066779451/permalink/809624363227388,
Huy Nguyen,40+,2019NGUY29,22.78,20.49,19.97,28.77,25.42,19.97,22.90,https://www.facebook.com/events/807437066779451/permalink/808845496638608,
Pete Lee,<40,2018LEEP04,19.68,23.56,27.32,22.98,24.16,19.68,23.57,https://www.facebook.com/events/807437066779451/permalink/810026143187210,
Greg Simmons,<40,,25.31,20.02,27.09,24.57,22.73,20.02,24.20,https://www.facebook.com/61305327/videos/10102431116121214,
Daniel Smith,50+,2018SMIT42,23.84,25.01,26.42,22.26,27.70,22.26,25.09,https://www.facebook.com/events/807437066779451/permalink/810803849776106,
Lisa Kucala,50+,2019KUCA01,33.47,44.46,30.02,33.67,31.34,30.02,32.83,https://www.facebook.com/events/807437066779451/permalink/811376926385465,
Chris Thames,<40,2019THAM05,33.31,34.41,40.20,34.62,32.90,32.90,34.11,https://www.facebook.com/events/807437066779451/permalink/810078579848633,
