Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Enrymar Cisneros,<40,2013CISN01,1:33.98,1:38.74,1:32.39,1:20.62,1:34.83,1:20.62,1:33.73,https://www.facebook.com/events/807437066779451/permalink/810887233101101,
Konsta Jukka,40+,2008JUKK01,1:26.71,1:39.89,1:42.02,1:43.70,1:41.33,1:26.71,1:41.08,https://www.facebook.com/events/807437066779451/permalink/811397259716765,
Fumiki Koseki,40+,2005KOSE01,1:44.38,1:41.33,1:38.04,1:39.10,1:54.95,1:38.04,1:41.60,https://www.facebook.com/events/807437066779451/permalink/811243109732180,
Geoff Hartnell,40+,2017HART06,1:41.91,1:51.52,1:49.26,1:36.05,1:42.76,1:36.05,1:44.64,https://www.facebook.com/events/807437066779451/permalink/811057296417428,
