Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Pete Lee,<40,2018LEEP04,3:43.15,3:30.65,3:22.05,3:22.05,3:31.95,https://www.facebook.com/events/1677723082618127/permalink/1684605321929903,
Enrymar Cisneros,<40,2013CISN01,3:41.87,3:28.23,3:42.52,3:28.23,3:37.54,https://www.facebook.com/events/1677723082618127/permalink/1684157048641397,
Geoff Hartnell,40+,2017HART06,3:44.24,3:58.45,4:21.54,3:44.24,4:01.41,https://www.facebook.com/events/1677723082618127/permalink/1682416502148785,
JM Tambaoan,40+,,5:43.83,6:09.08,5:29.89,5:29.89,5:47.60,https://www.facebook.com/events/1677723082618127/permalink/1686635978393504,
Daniel Smith,50+,2018SMIT42,7:21.55,6:53.09,DNS,6:53.09,DNF,https://www.facebook.com/events/1677723082618127/permalink/1687769031613532,
