Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Shawn Boucké,<40,2016BOUC01,27,29,28,27,28.00,https://www.facebook.com/events/146430280852734/permalink/147024317459997,
Ben Coppin,40+,2013COPP01,28,32,28,28,29.33,https://www.facebook.com/events/146430280852734/permalink/146739377488491,
Anthony Rochester,40+,2019ROCH03,DNF,42,DNS,42,DNF,https://www.facebook.com/events/146430280852734/permalink/149857580510004,
