Name,Age,WCA ID,Attempted,Solved,Time,Link,Comment
Yuichi Hamada,40+,2012HAMA02,11,9,56:05,https://www.facebook.com/1849183990/videos/10215445072440523,(1) EO error  (7) Execution error
Ed Connell,<40,2018CONN04,3,3,17:09,https://www.facebook.com/events/309278524127030/permalink/312482883806594,
Huy Nguyen,40+,2019NGUY29,5,3,24:32,https://www.facebook.com/events/309278524127030/permalink/318024936585722,
Anthony Rochester,40+,2019ROCH03,17,6,58:06,https://www.facebook.com/events/309278524127030/permalink/313784217009794,
