Name,Age,WCA ID,Attempted,Solved,Time,Link,Comment
Shen Flindell,50+,2023FLIN02,12,7,1:00:00,https://www.facebook.com/events/25201027762872988/permalink/25249296851379412,
Toby Chamberlain,50+,2022CHAM03,9,5,42:39,https://www.facebook.com/events/25201027762872988/permalink/25265759126399851,
