Name,Age,WCA ID,Solve 1 8,Solve 2 8,Solve 3 8,Solve 4 6,Solve 5 6,Best,Average,Link,Comment
Pete Lee,40+,2018LEEP04,1:15.92,1:19.68,1:14.30,1:20.51,1:21.11,1:14.30,1:18.70,https://www.facebook.com/events/1604758584053522/permalink/1612396266623087,
Konsta Jukka,40+,2008JUKK01,1:25.83,1:35.92,1:30.69,1:39.61,1:46.41,1:25.83,1:35.41,https://www.facebook.com/events/1604758584053522/permalink/1614670329729014,
Shen Flindell,50+,2023FLIN02,1:42.60,2:05.76,1:53.54,1:48.82,2:17.39,1:42.60,1:56.04,https://www.facebook.com/events/1604758584053522/permalink/1605235794005801,
Daniel Houghton,40+,2016HOUG03,1:49.92,2:17.71,2:25.39,1:57.23,2:01.95,1:49.92,2:05.63,https://www.facebook.com/events/1604758584053522/permalink/1609490033580377,
Paweł Zok,40+,2024ZOKP01,2:04.56,DNF,2:24.40,2:19.24,2:29.61,2:04.56,2:24.42,https://www.facebook.com/events/1604758584053522/permalink/1613198266542887,
