Name,Age,WCA ID,Solve 1 11,Solve 2 11,Solve 3 11,Solve 4 9,Solve 5 9,Best,Average,Link,Comment
Shen Flindell,50+,2023FLIN02,35.82,35.54,2:02.64,42.32,48.32,35.54,42.15,https://www.facebook.com/events/26073220195613492/permalink/26184936207775223,
Paweł Zok,40+,2024ZOKP01,1:33.52,1:22.20,1:01.23,1:43.76,57.24,57.24,1:18.98,https://www.facebook.com/events/26073220195613492/permalink/26174951372107040,
