Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Konsta Jukka,40+,2008JUKK01,23.03,16.07,23.22,23.97,24.13,16.07,23.41,https://www.facebook.com/events/208105634636421/permalink/216458953801089,
Geoff Hartnell,40+,2017HART06,29.49,28.73,31.99,27.91,29.68,27.91,29.30,https://www.facebook.com/events/208105634636421/permalink/208422884604696,
Ed Connell,<40,2018CONN04,31.01,28.75,31.30,30.04,29.89,28.75,30.31,https://www.facebook.com/events/208105634636421/permalink/215869670526684,
Huy Nguyen,40+,2019NGUY29,29.93,33.94,32.58,31.48,35.90,29.93,32.67,https://www.facebook.com/events/208105634636421/permalink/212367914210193,
Shawn Boucké,<40,2016BOUC01,37.08,39.84,29.79,33.76,DNF,29.79,36.89,https://www.facebook.com/events/208105634636421/permalink/208752121238439,
Jamie Brady (Deansie),40+,,39.11,45.21,47.66,47.95,32.33,32.33,43.99,https://www.facebook.com/events/208105634636421/permalink/211159084331076,
