Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Mickey Doyle,50+,2021DOYL02,2:19.82,2:06.88,2:18.97,2:35.47,2:32.98,2:06.88,2:23.92,https://www.facebook.com/events/947093233792978/permalink/954572123045089,
Pete Lee,40+,2018LEEP04,2:42.60,2:13.70,2:18.51,2:49.41,2:53.88,2:13.70,2:36.84,https://www.facebook.com/events/947093233792978/permalink/954334499735518,
Gordon Holey,40+,2021HOLE01,4:31.49,3:52.05,DNS,DNS,DNS,3:52.05,DNF,https://www.facebook.com/766997877/videos/363773963230174,
