Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Best,Average,Link,Comment
Marius Rombout Ferreira van Riemsdijk,40+,2014RIEM01,35,34,29,29,32.67,https://www.facebook.com/events/381823924477209/permalink/382505031075765,
Richard Taylor,50+,2015TAYL04,47,39,43,39,43.00,https://www.facebook.com/events/381823924477209/permalink/383694844290117,
Kristina Lim,50+,2022LIMK02,DNF,DNF,DNF,DNF,DNF,https://www.facebook.com/events/381823924477209/permalink/382931441033124,
