Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Konsta Jukka,40+,2008JUKK01,8.47,10.89,10.32,13.19,10.30,8.47,10.50,https://www.facebook.com/events/1328488458860314/permalink/1338971457812014,
Enrymar Cisneros,40+,2013CISN01,12.33,16.99,15.00,13.28,13.34,12.33,13.87,https://www.facebook.com/events/1328488458860314/permalink/1338265034549323,
Toby Chamberlain,50+,2022CHAM03,16.43,16.81,17.09,17.07,15.72,15.72,16.77,https://www.facebook.com/events/1328488458860314/permalink/1338133511229142,
Shen Flindell,50+,2023FLIN02,18.72,14.68,18.27,17.38,17.72,14.68,17.79,https://www.facebook.com/events/1328488458860314/permalink/1337801237929036,
Fred Johnson,<40,2006JOHN01,20.07,20.44,18.50,17.38,19.40,17.38,19.32,https://www.facebook.com/frederick.g.johnson/videos/2112965779199301,
Pete Lee,40+,2018LEEP04,20.67,16.25,19.37,21.99,20.70,16.25,20.25,https://www.facebook.com/events/1328488458860314/permalink/1337569367952223,
Mickey Doyle,50+,2021DOYL02,24.95,22.32,28.64,28.51,24.89,22.32,26.12,https://www.facebook.com/events/1328488458860314/permalink/1339447447764415,
Dan Smith,50+,2018SMIT42,30.57,27.38,28.39,19.86,28.35,19.86,28.04,https://www.facebook.com/events/1328488458860314/permalink/1336806718028488,
Kristina Lim,50+,2022LIMK02,43.06,35.00,39.93,35.94,35.34,35.00,37.07,https://www.facebook.com/events/1328488458860314/permalink/1333925768316583,
Joe Kucala,60+,2022KUCA01,37.14,59.37,39.39,48.80,41.14,37.14,43.11,https://www.facebook.com/events/1328488458860314/permalink/1335572891485204,
