Name,Age,WCA ID,Solve 1,Solve 2,Solve 3,Solve 4,Solve 5,Best,Average,Link,Comment
Daniel Houghton,40+,2016HOUG03,6.43,5.56,6.29,9.08,6.25,5.56,6.32,https://www.facebook.com/events/786804792820217/permalink/793399758827387,
Gordon Holey,40+,2021HOLE01,6.62,5.82,5.92,DNF,7.68,5.82,6.74,https://www.facebook.com/766997877/videos/1308482383404772,
Dan Smith,50+,2018SMIT42,6.40,6.18,8.06,9.24,6.36,6.18,6.94,https://www.facebook.com/events/786804792820217/permalink/790393379128025,
Glyn Brown,40+,,6.28,8.16,10.31,6.85,7.24,6.28,7.42,https://www.facebook.com/events/786804792820217/permalink/791906578976705,
Lisa Kucala,50+,2019KUCA01,7.23,6.76,7.12,8.22,10.98,6.76,7.52,https://www.facebook.com/events/786804792820217/permalink/794107588756604,
JM Tambaoan,40+,,7.68,8.80,7.10,7.96,8.71,7.10,8.12,https://www.facebook.com/events/786804792820217/permalink/791556439011719,
Mickey Doyle,40+,2021DOYL02,8.64,7.30,20.94,8.57,10.27,7.30,9.16,https://www.facebook.com/events/786804792820217/permalink/793128525521177,
Joe Kucala,50+,2022KUCA01,9.79,10.13,19.90,9.62,9.83,9.62,9.92,https://www.facebook.com/events/786804792820217/permalink/794091818758181,
Dean Money,50+,2023MONE01,12.18,8.92,10.48,7.04,11.29,7.04,10.23,https://www.facebook.com/events/786804792820217/permalink/792839022216794,
Mark Cordell,40+,2022CORD03,5.96,18.95,14.35,8.89,17.06,5.96,13.43,https://www.facebook.com/events/786804792820217/permalink/794084795425550,
